code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MB333.S1;DIRA;723333080;A62;33PR2D;130;33PR2D;736;1;NORD_SUD;Y;;606;2;419557.0;6412605.0;419557.0;6412605.0;BX33
MB333.S4;DIRA;723333550;A62;33PR1G;425;33PR2G;130;1;SUD_NORD;W;;704;2;419272.78;6413551.5;419568.0;6412608.0;BX33
MWJ35.I1;DIRO;;;;;;;;;;;0;0;;;;;
MB333.S3;DIRA;723333550;A62;33PR1D;425;33PR2D;130;1;NORD_SUD;Y;;704;2;419268.72;6413549.0;419557.0;6412605.0;BX33
MWJ35.I2;DIRO;;;;;;;;;;;0;0;;;;;
MM813.f2;DIRMED;931313055;A7;13PR274G;450;13PR274G;950;1;SUD_NORD;W;;498;0;891357.5;6255774.0;891357.5;6255774.0;MA13
MUM76.W2;DIRNO;237676157;A150;76PR2G;200;76PR3G;100;1;NORD_SUD;W;;910;0;558408.3;6930437.0;557785.2;6931212.5;RO76
MUM76.W1;DIRNO;237676157;A150;76PR2D;200;76PR3D;100;1;SUD_NORD;Y;;915;0;558438.3;6930448.0;557810.4;6931226.0;RO76
MB831.D3;DIRSO;733131555;A621;31PR0D;945;31PR1D;612;1;EST_OUEST;Y;;665;0;572394.0;6281800.0;571463.6;6281905.0;TO31
MB831.D4;DIRSO;733131555;A621;31PR0G;934;31PR1G;610;1;OUEST_EST;W;;659;0;572394.0;6281800.0;571470.44;6281894.0;TO31
MM413.D1;DIRMED;931313005;A50;13PR13D;810;13PR14D;360;1;OUEST_EST;Y;;534;0;906910.4;6246586.0;907849.3;6246668.0;MA13
MM513.l2;DIRMED;931313055;A55;13PR5G;248;13PR5G;748;1;OUEST_EST;Y;;501;0;890515.0;6251715.0;890515.0;6251715.0;MA13
MM813.h2;DIRMED;931313055;A7;13PR275G;600;13PR276G;195;1;SUD_NORD;W;;531;0;891431.1;6254781.5;891633.44;6253799.5;MA13
MB333.T2;DIRA;723333192;A63;33PR1G;883;33PR3G;593;1;SUD_NORD;W;;1247;2;412424.34;6415734.5;410668.1;6414789.0;BX33
MB333.T1;DIRA;723333192;A63;33PR1D;883;33PR3D;593;1;NORD_SUD;Y;;1697;2;412408.56;6415755.5;410653.56;6414812.0;BX33
MWJ35.H2;DIRO;;;;;;;;;;;0;0;;;;;
A0023010520;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.E1;DIRSO;733131069;A621;31PR2D;312;31PR2D;568;1;EST_OUEST;Y;;256;0;570544.94;6281580.5;570544.94;6281580.5;TO31
MWJ35.H1;DIRO;;;;;;;;;;;0;0;;;;;
MB831.E6;DIRSO;733131069;A621;31PR2G;430;31PR2G;1102;1;OUEST_EST;W;;670;0;570546.8;6281568.0;570546.8;6281568.0;TO31
MYG69.L1;DIRCE;826969256;N346;69PR27D;30;69PR28D;175;1;NORD_SUD;Y;;0;0;849879.75;6523611.0;850847.06;6523754.0;LY69
MYG69.L2;DIRCE;826969256;N346;69PR27G;751;69PR28G;174;1;SUD_NORD;W;;0;0;849899.7;6523705.0;850853.3;6523764.0;LY69
MB831.E5;DIRSO;733131069;A621;31PR2D;144;31PR2D;312;1;EST_OUEST;Y;;168;0;570544.94;6281580.5;570544.94;6281580.5;TO31
MA281.X2;DIRA;;;;;;;;;;;0;0;;;;;
MA281.X1;DIRA;;;;;;;;;;;0;0;;;;;
KAR76.I1;DIRNO;237676322;N338;76PR2D;243;76PR3D;104;1;SUD_NORD;W;;868;0;557699.94;6923134.5;557105.9;6923913.5;RO76
N0041020800;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.E1;DIRMED;931313005;A50;13PR14D;360;13PR14D;845;1;OUEST_EST;Y;;481;0;907849.3;6246668.0;907849.3;6246668.0;MA13
KAR76.I2;DIRNO;237676322;N338;76PR2G;243;76PR3G;104;1;NORD_SUD;Y;;883;0;557700.25;6923134.0;557105.9;6923913.5;RO76
MM113.h2;DIRMED;931313019;A51;13PR4G;396;13PR4G;596;1;NORD_SUD;Y;;199;0;892379.94;6261248.0;892379.94;6261248.0;MA13
A0025010500;DIRN;;;;0;;;;;;;0;0;;;;;
M15SF.62;DIRSO;733131433;A64;31PR281GC;800;31PR283GC;150;1;NORD_SUD;Y;;1353;0;568762.5;6270409.5;569924.06;6272031.5;TO31
M15SF.61;DIRSO;733131433;A64;31PR281DC;800;31PR283DC;150;1;SUD_NORD;W;;1354;0;568778.44;6270395.0;569944.8;6272018.0;TO31
MQA01.L1;DIRCE;;;;0;;;;;;;0;0;;;;;
MB333.U2;DIRA;723333090;A63;3;500;;;2;;;;950;2;;;;;
MPU76.82;DIRNO;237676484;A13;76PR113GC;0;76PR118GC;500;1;OUEST_EST;W;;5492;0;558761.44;6917696.0;553853.6;6917303.0;RO76
MM513.o2;DIRMED;931313055;A55;13PR7G;279;13PR7G;779;1;OUEST_EST;Y;;499;0;890349.0;6253544.0;890349.0;6253544.0;MA13
MPU76.81;DIRNO;237676484;A13;76PR114DC;0;76PR116DC;500;1;EST_OUEST;Y;;2466;0;557740.75;6917798.5;555830.7;6917327.5;RO76
MQA01.L2;DIRCE;;;;0;;;;;;;0;0;;;;;
A0022020901;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.Y2;DIRSO;733131555;A620;31PR6G;698;31PR7G;396;1;SUD_NORD;W;INTERIEUR;695;0;571106.5;6279792.0;570544.9;6278999.5;TO31
MB831.F1;DIRSO;733131069;A621;31PR2D;568;31PR3D;19;1;EST_OUEST;Y;;450;0;570544.94;6281580.5;569695.9;6282012.0;TO31
MUM76.Y2;DIRNO;237676555;A28;76PR88G;200;76PR91G;800;1;SUD_NORD;W;;3595;0;572478.75;6939662.0;569985.7;6938129.5;RO76
A0022020902;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.Y1;DIRSO;733131555;A620;31PR6D;698;31PR7D;396;1;NORD_SUD;Y;EXTERIEUR;724;0;571109.1;6279788.0;570533.9;6279000.5;TO31
MB831.F2;DIRSO;733131069;A621;31PR2G;1102;31PR3G;34;1;OUEST_EST;W;;484;0;570546.8;6281568.0;569683.8;6282000.0;TO31
MUM76.Y1;DIRNO;237676555;A28;76PR88D;200;76PR91D;800;1;NORD_SUD;Y;;3604;0;572481.0;6939681.5;569981.6;6938140.0;RO76
MYG69.M1;DIRCE;826969256;N346;69PR29D;17;69PR29D;677;1;NORD_SUD;Y;;0;0;851739.56;6523326.5;851739.56;6523326.5;LY69
MYG69.M2;DIRCE;826969256;N346;69PR29G;16;69PR29G;676;1;SUD_NORD;W;;0;0;851747.7;6523333.0;851747.7;6523333.0;LY69
MM813.d2;DIRMED;931313055;A7;13PR273G;440;13PR273G;940;1;SUD_NORD;W;;498;0;890667.1;6256473.0;890667.1;6256473.0;MA13
MQR69.B1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQR69.B2;DIRCE;;;;0;;;;;;;0;0;;;;;
MM313.Y1;DIRMED;931313005;A50;13PR11D;267;13PR11D;767;1;OUEST_EST;Y;;500;0;904961.0;6246138.0;904961.0;6246138.0;MA13
MM413.F1;DIRMED;931313005;A50;13PR14D;845;13PR15D;345;1;OUEST_EST;Y;;490;0;907849.3;6246668.0;908761.44;6246264.5;MA13
MM113.g2;DIRMED;931313071;A51;13PR3G;507;13PR4G;7;1;NORD_SUD;Y;;506;0;891670.75;6260549.0;892379.94;6261248.0;MA13
KAR76.H1;DIRNO;237676617;N28;76PR7D;45;76PR7D;848;1;SUD_NORD;Y;;846;0;565083.44;6933241.0;565083.44;6933241.0;RO76
KAR76.H2;DIRNO;237676617;N28;76PR7G;45;76PR7G;848;1;NORD_SUD;W;;851;0;565081.3;6933260.5;565081.3;6933260.5;RO76
MB333.V1;DIRA;723333550;A630;33PR29D;1390;33PR30D;501;1;OUEST_EST;W;EXTERIEUR;720;3;416459.2;6415704.0;417978.03;6415158.5;BX33
MPU76.91;DIRNO;232727580;A13;27PR123DC;0;27PR126DC;0;1;EST_OUEST;Y;;2997;0;548967.94;6918020.0;546228.94;6919232.0;RO76
MM513.n2;DIRMED;931313055;A55;13PR6G;393;13PR6G;893;1;OUEST_EST;Y;;501;0;890195.0;6252649.0;890195.0;6252649.0;MA13
MB333.V2;DIRA;723333550;A630;33PR29G;1398;33PR30G;500;1;EST_OUEST;Y;INTERIEUR;715;3;416460.53;6415707.0;417978.8;6415161.5;BX33
MPU76.92;DIRNO;232727580;A13;27PR123GC;0;27PR126GC;0;1;OUEST_EST;W;;2999;0;548955.5;6918006.5;546222.4;6919219.5;RO76
M07SF.92;DIRSO;733131555;A61;31PR235GC;150;31PR237GC;350;1;EST_OUEST;W;EXTERIEUR;2197;0;578336.25;6278342.0;578592.06;6276379.0;TO31
MB731.Z3;DIRSO;733131555;A620;31PR8D;77;31PR8D;930;1;NORD_SUD;Y;EXTERIEUR;852;0;570736.7;6278043.5;570736.7;6278043.5;TO31
MB831.G2;DIRSO;733131555;A624;31PR2G;546;31PR3G;71;1;OUEST_EST;W;;520;0;569156.94;6280499.0;568208.2;6280216.5;TO31
MWJ35.J2;DIRO;;;;;;;;;;;0;0;;;;;
A0023010300;DIRN;;;;0;;;;;;;0;0;;;;;
MYG69.N1;DIRCE;826969275;N346;69PR30D;74;69PR30D;784;1;NORD_SUD;Y;;0;0;851974.75;6522393.0;851974.75;6522393.0;LY69
MYG69.N2;DIRCE;826969275;N346;69PR30G;73;69PR31G;335;1;SUD_NORD;W;;0;0;851984.25;6522394.5;852671.44;6521749.5;LY69
MM813.e2;DIRMED;931313055;A7;13PR273G;900;13PR274G;400;1;SUD_NORD;W;;496;0;890667.1;6256473.0;891357.5;6255774.0;MA13
MWJ35.J1;DIRO;;;;;;;;;;;0;0;;;;;
MB233.j1;DIRA;723333281;A630;33PR15D;570;33PR16D;283;1;NORD_SUD;Y;EXTERIEUR;690;3;410389.7;6423624.0;409896.88;6422767.0;BX33
MB233.j2;DIRA;723333281;A630;33PR15G;562;33PR16G;289;1;SUD_NORD;W;INTERIEUR;700;3;410392.3;6423622.0;409899.25;6422765.0;BX33
A0025020310;DIRN;;;;0;;;;;;;0;0;;;;;
MQR69.C2;DIRCE;;;;0;;;;;;;0;0;;;;;
MM313.Z1;DIRMED;931313005;A50;13PR11D;807;13PR12D;307;1;OUEST_EST;Y;;500;0;904961.0;6246138.0;905939.0;6246350.5;MA13
MB731.Z4;DIRSO;733131555;A620;31PR8G;77;31PR8G;930;1;SUD_NORD;W;INTERIEUR;851;0;570741.7;6278044.5;570741.7;6278044.5;TO31
MB831.G1;DIRSO;733131555;A624;31PR2D;577;31PR3D;76;1;EST_OUEST;Y;;505;0;569155.75;6280522.0;568211.4;6280230.5;TO31
MQR69.C1;DIRCE;;;;0;;;;;;;0;0;;;;;
MPU76.62;DIRNO;;A13;;0;;;2;;;;2868;0;;;;;
MYK69.I1;DIRCE;826969271;N346;69PR38D;850;69PR40D;1;1;NORD_SUD;Y;;0;0;853716.44;6516207.5;853143.25;6514429.5;LY69
MPU76.61;DIRNO;;A13;;0;;;1;;;;2870;0;;;;;
MYK69.I2;DIRCE;826969271;N346;69PR38G;854;69PR40G;0;1;SUD_NORD;W;;0;0;853732.1;6516211.0;853155.9;6514425.0;LY69
MB333.W2;DIRA;723333192;A630;33PR26G;208;33PR26G;956;1;EST_OUEST;Y;INTERIEUR;749;3;414355.6;6416628.5;414355.6;6416628.5;BX33
MB333.W1;DIRA;723333192;A630;33PR26D;200;33PR26D;930;1;OUEST_EST;W;EXTERIEUR;730;3;414355.84;6416625.0;414355.84;6416625.0;BX33
MQA01.N1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQA01.N2;DIRCE;;;;0;;;;;;;0;0;;;;;
MM813.k2;DIRMED;931313055;A7;13PR277G;278;13PR278G;778;1;SUD_NORD;W;;1502;0;892142.25;6252973.5;892765.44;6252185.5;MA13
MYG69.O1;DIRCE;826969275;N346;69PR32D;0;69PR32D;655;1;NORD_SUD;Y;;0;0;853669.75;6521617.0;853669.75;6521617.0;LY69
MYG69.O2;DIRCE;826969275;N346;69PR32G;0;69PR32G;654;1;SUD_NORD;W;;0;0;853671.9;6521627.5;853671.9;6521627.5;LY69
A0022021810;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.W1;DIRMED;931313055;A50;13PR10D;300;13PR10D;800;1;OUEST_EST;Y;;499;0;903969.44;6246199.0;903969.44;6246199.0;MA13
MUM76.S2;DIRNO;237676540;N28;76PR1G;98;76PR1G;650;1;NORD_SUD;W;;554;0;562995.0;6928148.5;562995.0;6928148.5;RO76
MUM76.S1;DIRNO;237676540;N28;76PR1D;98;76PR1D;650;1;SUD_NORD;Y;;581;0;562995.94;6928131.0;562995.94;6928131.0;RO76
MM113.o2;DIRMED;931313015;A51;13PR7G;961;13PR8G;461;1;NORD_SUD;Y;;516;0;894020.06;6263350.5;894016.7;6264361.5;MA13
MYK69.J2;DIRCE;826969290;N346;69PR40G;1;69PR40G;509;1;SUD_NORD;W;;0;0;853155.9;6514425.0;853155.9;6514425.0;LY69
MPU76.72;DIRNO;237676705;A13;76PR109GC;0;76PR111GC;0;1;OUEST_EST;W;;2983;0;561821.9;6915283.5;560348.5;6916646.5;RO76
MM113.m2;DIRMED;931313015;A51;13PR6G;640;13PR7G;450;1;NORD_SUD;Y;;797;0;893958.8;6262375.5;894020.06;6263350.5;MA13
N0356011100;DIRN;;;;0;;;;;;;0;0;;;;;
MYK69.J1;DIRCE;826969290;N346;69PR40D;2;69PR40D;510;1;NORD_SUD;Y;;0;0;853143.25;6514429.5;853143.25;6514429.5;LY69
MB333.X2;DIRA;723333192;A630;33PR27G;617;33PR29G;234;1;EST_OUEST;Y;INTERIEUR;928;3;415312.4;6416399.5;416460.53;6415707.0;BX33
MB333.X1;DIRA;723333550;A630;33PR28D;19;33PR29D;224;1;OUEST_EST;W;EXTERIEUR;785;3;415961.1;6415981.0;416459.2;6415704.0;BX33
MQA01.M2;DIRCE;;;;0;;;;;;;0;0;;;;;
MQA01.M1;DIRCE;;;;0;;;;;;;0;0;;;;;
MPU76.71;DIRNO;237676682;A13;76PR108DC;0;76PR110DC;500;1;EST_OUEST;Y;;2472;0;562430.8;6914513.0;561125.06;6915962.5;RO76
MYG69.P1;DIRCE;826969271;N346;69PR35D;523;69PR36D;227;1;NORD_SUD;Y;;0;0;854342.06;6518963.0;854574.75;6518004.5;LY69
MB731.X1;DIRSO;733131555;A620;31PR1D;51;31PR1D;751;1;NORD_SUD;Y;EXTERIEUR;697;0;572623.6;6284050.0;572623.6;6284050.0;TO31
MYG69.P2;DIRCE;826969271;N346;69PR35G;522;69PR36G;345;1;SUD_NORD;W;;0;0;854353.0;6518964.5;854584.7;6518001.5;LY69
MBW87.P1;DIRCO;748787085;A20;87PR178D;800;87PR181D;0;1;NORD_SUD;Y;;1641;0;567158.25;6531179.0;566250.3;6529093.5;LI87
MBW87.P2;DIRCO;748787085;A20;87PR178G;800;87PR181G;0;1;SUD_NORD;W;;1648;0;567175.4;6531167.5;566265.8;6529090.0;LI87
A0022021820;DIRN;;;;0;;;;;;;0;0;;;;;
A0025020330;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.X1;DIRMED;931313055;A50;13PR10D;795;13PR11D;295;1;OUEST_EST;Y;;508;0;903969.44;6246199.0;904961.0;6246138.0;MA13
N0356020802;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.X2;DIRSO;733131555;A620;31PR1G;51;31PR1G;751;1;SUD_NORD;W;INTERIEUR;697;0;572626.2;6284049.5;572626.2;6284049.5;TO31
MYK69.G1;DIRCE;826969271;N346;69PR36D;228;69PR36D;799;1;NORD_SUD;Y;;0;0;854574.75;6518004.5;854574.75;6518004.5;LY69
MM113.l2;DIRMED;931313015;A51;13PR5G;775;13PR6G;640;1;NORD_SUD;Y;;859;0;893275.94;6261691.5;893958.8;6262375.5;MA13
MM513.s2;DIRMED;931313055;A55;13PR9G;400;13PR9G;900;1;OUEST_EST;Y;;498;0;888943.0;6254723.0;888943.0;6254723.0;MA13
MYK69.G2;DIRCE;826969271;N346;69PR36G;346;69PR36G;801;1;SUD_NORD;W;;0;0;854584.7;6518001.5;854584.7;6518001.5;LY69
MB831.AB;DIRSO;733131069;A621;31PR3D;19;31PR3D;532;1;EST_OUEST;Y;;513;0;569695.9;6282012.0;569695.9;6282012.0;TO31
MB831.AC;DIRSO;733131069;A621;31PR3G;34;31PR3G;550;1;OUEST_EST;W;;518;0;569683.8;6282000.0;569683.8;6282000.0;TO31
MM813.i2;DIRMED;931313055;A7;13PR276G;238;13PR276G;738;1;SUD_NORD;W;;502;0;891633.44;6253799.5;891633.44;6253799.5;MA13
MYG69.Q1;DIRCE;826969271;N346;69PR36D;800;69PR37D;283;1;NORD_SUD;Y;;0;0;854574.75;6518004.5;854131.25;6517116.0;LY69
A9022020900;DIRN;;;;0;;;;;;;0;0;;;;;
MYG69.Q2;DIRCE;826969271;N346;69PR36G;802;69PR37G;282;1;SUD_NORD;W;;0;0;854584.7;6518001.5;854142.3;6517108.5;LY69
MYL42.e1;DIRCE;824242097;A72;42PR16D;650;FRD;0;1;EST_OUEST;W;;0;0;800827.7;6492221.0;800188.75;6493428.5;ST42
A0025022520;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.B1;DIRSO;733131555;A620;31PR9D;727;31PR10D;328;1;NORD_SUD;Y;EXTERIEUR;595;0;571124.7;6277142.0;571528.94;6276214.5;TO31
MUM76.U2;DIRNO;237676540;N28;76PR1G;650;76PR2G;100;1;NORD_SUD;W;;679;0;562995.0;6928148.5;564164.2;6928101.5;RO76
MB831.B2;DIRSO;733131555;A620;31PR9G;727;31PR10G;328;1;SUD_NORD;W;INTERIEUR;596;0;571128.7;6277144.5;571532.25;6276215.5;TO31
MUM76.U1;DIRNO;237676540;N28;76PR1D;650;76PR2D;100;1;SUD_NORD;Y;;635;0;562995.94;6928131.0;564164.56;6928092.0;RO76
MB731.U4;DIRSO;733131555;A620;31PR3G;365;31PR4G;64;1;SUD_NORD;W;INTERIEUR;654;0;572423.8;6282116.5;572352.1;6281207.5;TO31
MM313.U1;DIRMED;931313055;A50;13PR9D;316;13PR9D;816;1;OUEST_EST;Y;;499;0;902995.75;6246431.0;902995.75;6246431.0;MA13
MYK69.H1;DIRCE;826969277;N346;69PR37D;284;69PR38D;141;1;NORD_SUD;Y;;0;0;854131.25;6517116.0;853716.44;6516207.5;LY69
MM513.r2;DIRMED;931313055;A55;13PR8G;650;13PR9G;150;1;OUEST_EST;Y;;487;0;889823.0;6254400.0;888943.0;6254723.0;MA13
MRC14.C1;DIRNO;251414437;N814;14PR0D;0;14PR1D;450;1;EST_OUEST;Y;EXTERIEUR;1467;0;459222.0;6901568.0;458580.3;6902285.0;CA14
MWL44.a1;DIRO;524444009;N844;44PR9D;400;44PR10D;0;1;EST_OUEST;Y;INTERIEUR;600;0;361673.2;6689826.0;361101.12;6689000.5;NA44
MYK69.H2;DIRCE;826969277;N346;69PR37G;283;69PR38G;214;1;SUD_NORD;W;;0;0;854142.3;6517108.5;853732.1;6516211.0;LY69
MWL44.a2;DIRO;524444009;N844;44PR9G;400;44PR10G;0;1;OUEST_EST;W;EXTERIEUR;601;0;361684.6;6689815.5;361114.06;6688991.5;NA44
A0025010310;DIRN;;;;0;;;;;;;0;0;;;;;
MRC14.C2;DIRNO;251414437;N814;14PR0G;0;14PR1G;450;1;OUEST_EST;W;INTERIEUR;1456;0;459210.0;6901568.0;458568.25;6902272.0;CA14
MM413.B1;DIRMED;931313005;A50;13PR12D;407;13PR13D;318;1;OUEST_EST;Y;;912;0;905939.0;6246350.5;906910.4;6246586.0;MA13
MM813.j2;DIRMED;931313055;A7;13PR276G;726;13PR277G;226;1;SUD_NORD;W;;562;0;891633.44;6253799.5;892142.25;6252973.5;MA13
MYG69.R1;DIRCE;826969271;N346;69PR38D;142;69PR38D;849;1;NORD_SUD;Y;;0;0;853716.44;6516207.5;853716.44;6516207.5;LY69
MYG69.R2;DIRCE;826969271;N346;69PR38G;215;69PR38G;853;1;SUD_NORD;W;;0;0;853732.1;6516211.0;853732.1;6516211.0;LY69
A0023010100;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.C4;DIRSO;733131555;A621;31PR0G;521;31PR0G;934;1;OUEST_EST;W;;412;0;572394.0;6281800.0;572394.0;6281800.0;TO31
MUM76.T1;DIRNO;237676540;N28;76PR2D;100;76PR3D;0;1;SUD_NORD;Y;;1080;0;564164.56;6928092.0;564996.0;6928900.0;RO76
A0025022530;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.C3;DIRSO;733131555;A621;31PR0D;527;31PR0D;945;1;EST_OUEST;Y;;417;0;572394.0;6281800.0;572394.0;6281800.0;TO31
MUM76.T2;DIRNO;237676540;N28;76PR2G;100;76PR3G;0;1;NORD_SUD;W;;1105;0;564164.2;6928101.5;564985.0;6928953.0;RO76
MB731.V7;DIRSO;733131555;A621;31PR0D;0;31PR0D;527;1;EST_OUEST;Y;;525;0;572394.0;6281800.0;572394.0;6281800.0;TO31
MZE54.R1;DIRE;415454547;A330;54PR0D;0;54PR4D;100;1;NORD_SUD;Y;;4083;0;934746.0;6845010.0;934536.0;6841123.0;NA54
MZE54.R2;DIRE;415454547;A330;54PR0G;0;54PR4G;100;1;SUD_NORD;W;;4074;0;934755.0;6845008.0;934549.0;6841127.0;NA54
MM313.V1;DIRMED;931313055;A50;13PR9D;814;13PR10D;300;1;OUEST_EST;Y;;486;0;902995.75;6246431.0;903969.44;6246199.0;MA13
MYL42.Z2;DIRCE;824242218;N88;42PR40G;450;42PR41G;350;1;SUD_NORD;W;;885;0;809187.5;6479998.0;808294.2;6479622.5;ST42
MB133.I2;DIRA;723333075;A630;33PR10G;1017;33PR11G;722;1;SUD_NORD;W;INTERIEUR;794;3;414051.8;6427035.0;413226.44;6426336.5;BX33
MB133.I1;DIRA;723333075;A630;33PR10D;1010;33PR11D;725;1;NORD_SUD;Y;EXTERIEUR;794;3;414042.7;6427039.0;413225.16;6426338.0;BX33
MM813.o2;DIRMED;931313055;A7;13PR279G;614;13PR280G;114;1;SUD_NORD;W;;504;0;892891.9;6251195.5;893009.7;6250198.5;MA13
A0023020500;DIRN;;;;0;;;;;;;0;0;;;;;
MYK69.E1;DIRCE;826969282;N346;69PR33D;327;69PR34D;510;1;NORD_SUD;Y;;0;0;854229.0;6520904.0;854282.1;6519960.5;LY69
MYK69.E2;DIRCE;826969282;N346;69PR34G;391;69PR34G;509;1;SUD_NORD;W;;0;0;854293.1;6519961.5;854293.1;6519961.5;LY69
MYL42.Z1;DIRCE;824242218;N88;42PR40D;450;42PR41D;350;1;NORD_SUD;Y;;882;0;809185.06;6480006.0;808293.5;6479631.5;ST42
MQR69.H1;DIRCE;;;;0;;;;;;;0;0;;;;;
MYR69.B1;DIRCE;826969252;A47;69PR11D;600;69PR13D;500;1;EST_OUEST;Y;;0;0;830967.3;6495926.0;829270.7;6495081.0;ST42
MQR69.H2;DIRCE;;;;0;;;;;;;0;0;;;;;
MYR69.B2;DIRCE;826969252;A47;69PR11G;600;69PR13G;500;1;OUEST_EST;W;;0;0;830973.2;6495915.5;829274.5;6495073.0;ST42
MYP63.11;DIRMC;836363126;A75;63PR10DC;359;63PR18D;0;1;NORD_SUD;Y;;7957;0;711505.2;6509862.5;715011.4;6503197.0;DIRMC
MYP63.12;DIRMC;836363126;A75;63PR10GC;359;63PR18G;0;1;SUD_NORD;W;;7955;0;711513.75;6509851.5;715024.56;6503196.0;DIRMC
MB831.L1;DIRSO;733131555;A620;31PR5D;816;31PR6D;698;1;NORD_SUD;Y;EXTERIEUR;878;0;571969.0;6280289.0;571109.1;6279788.0;TO31
MM113.s2;DIRMED;931313015;A51;13PR9G;817;13PR10G;317;1;NORD_SUD;Y;;498;0;894544.0;6265203.5;894837.56;6266130.5;MA13
MQA01.A2;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.51;DIRE;415454312;A31;54PR280D;672;54PR283D;1024;1;SUD_NORD;W;;11065;0;927914.7;6874605.5;927644.0;6877577.0;ME57
MB831.L2;DIRSO;733131555;A620;31PR5G;816;31PR6G;698;1;SUD_NORD;W;INTERIEUR;878;0;571953.56;6280311.5;571106.5;6279792.0;TO31
MQA01.A1;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.52;DIRE;415757146;A31;290;770;;;2;;;;0;0;;;;;
MQA01.A4;DIRCE;;;;0;;;;;;;0;0;;;;;
MWL44.Y1;DIRO;524444162;N844;44PR28D;280;44PR29D;60;1;EST_OUEST;Y;INTERIEUR;778;0;350209.28;6688504.5;350048.25;6689451.5;NA44
MQA01.A3;DIRCE;;;;0;;;;;;;0;0;;;;;
MWL44.Y2;DIRO;524444162;N844;44PR28G;390;44PR29G;220;1;OUEST_EST;W;EXTERIEUR;839;0;350202.6;6688497.5;350036.16;6689455.5;NA44
MUM76.O2;DIRNO;237676322;N338;76PR5G;30;76PR6G;40;1;NORD_SUD;Y;;1166;0;558049.6;6925669.0;558643.1;6926645.5;RO76
MUM76.O1;DIRNO;237676322;N338;76PR5D;30;76PR6D;40;1;SUD_NORD;W;;1168;0;558062.6;6925662.5;558660.44;6926639.0;RO76
MB133.J1;DIRA;723333281;A630;33PR16D;283;33PR16D;860;1;NORD_SUD;Y;EXTERIEUR;578;3;409896.88;6422767.0;409896.88;6422767.0;BX33
MB233.t1;DIRA;723333318;A630;33PR20D;532;33PR21D;272;1;NORD_SUD;Y;EXTERIEUR;580;3;409939.0;6418927.0;410548.2;6418349.5;BX33
MYL42.Y2;DIRCE;824242218;N88;42PR36G;150;42PR37G;450;1;SUD_NORD;W;;0;0;811555.25;6482513.5;810771.75;6482355.5;ST42
MB233.t2;DIRA;723333318;A630;33PR20G;529;33PR21G;275;1;SUD_NORD;W;INTERIEUR;578;3;409958.06;6418940.5;410550.84;6418351.5;BX33
MYL42.Y1;DIRCE;824242218;N88;42PR36D;150;42PR37D;450;1;NORD_SUD;Y;;0;0;811552.5;6482523.0;810755.7;6482365.5;ST42
MM813.p2;DIRMED;931313055;A7;13PR280G;165;13PR280G;665;1;SUD_NORD;W;;500;0;893009.7;6250198.5;893009.7;6250198.5;MA13
MB133.J2;DIRA;723333281;A630;33PR16G;289;33PR17G;54;1;SUD_NORD;W;INTERIEUR;732;3;409899.25;6422765.0;409543.16;6421874.5;BX33
MYK69.F1;DIRCE;826969282;N346;69PR34D;511;69PR35D;522;1;NORD_SUD;Y;;0;0;854282.1;6519960.5;854342.06;6518963.0;LY69
MYK69.F2;DIRCE;826969282;N346;69PR34G;510;69PR35G;521;1;SUD_NORD;W;;0;0;854293.1;6519961.5;854353.0;6518964.5;LY69
MQR69.I1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQR69.I2;DIRCE;;;;0;;;;;;;0;0;;;;;
MZO57.42;DIRE;415757352;A31;57PR298G;991;57PR303G;18;1;NORD_SUD;Y;;3978;0;926910.4;6892245.0;930704.56;6895192.0;ME57
MB831.M2;DIRSO;733131555;A620;31PR10G;825;31PR11G;401;1;SUD_NORD;W;INTERIEUR;552;0;571532.25;6276215.5;572251.94;6275670.5;TO31
MZO57.41;DIRE;415757487;A31;57PR299D;0;57PR303D;0;1;SUD_NORD;W;;3968;0;927593.4;6892969.5;930723.56;6895193.0;ME57
MB831.M1;DIRSO;733131555;A620;31PR10D;825;31PR11D;401;1;NORD_SUD;Y;EXTERIEUR;568;0;571528.94;6276214.5;572258.44;6275650.5;TO31
MUM76.N1;DIRNO;237676540;N28;76PR3D;0;76PR3D;1122;1;SUD_NORD;Y;;1151;0;564996.0;6928900.0;564996.0;6928900.0;RO76
